customer_id,age,income,employment_length,credit_score,loan_amount,default,Checking,Savings,Credit Card,Auto Loan,Mortgage,Personal Loan,Investment
350,34,20000.0,28,603,8351.826493516037,0,1,1,0,0,0,0,0
351,41,20000.0,33,590,15658.294427496417,0,1,1,0,0,0,0,0
352,68,40157.40791536325,12,632,42446.79419991505,0,1,0,1,0,0,1,0
353,40,32773.03722620649,8,555,7269.960202247701,0,1,1,0,0,0,1,0
354,28,112583.72988961039,30,795,4876.2515894480985,0,1,1,1,0,0,0,0
355,27,35634.51360071208,6,604,17218.459202554615,0,1,0,1,1,0,1,0
356,23,74510.92801349642,3,716,2223.6907669993443,0,1,1,0,0,0,0,0
357,37,114764.47471403907,18,666,10017.550895257978,0,1,1,1,0,0,0,0
358,53,34577.02556474961,29,571,17069.331697437112,0,1,1,0,1,0,0,0
359,68,75996.43939352268,30,649,10199.03210573065,0,1,0,0,0,0,0,0
360,32,133457.99180332627,34,712,2854.206234001921,1,1,1,1,0,1,0,1
361,71,22236.042339211806,20,634,65787.02807782302,0,1,1,1,1,0,0,0
362,42,61076.46425829385,30,745,14817.114161578906,0,1,1,0,0,0,0,0
363,42,34695.75046467515,18,731,55890.63522129285,0,1,1,1,1,0,0,0
364,66,23398.053029239134,30,723,10300.665150174835,0,1,1,1,0,0,0,0
365,50,20000.0,31,613,5541.319998897283,0,1,1,0,0,0,0,0
366,58,23097.534108383818,1,563,17486.438563373133,0,1,1,0,0,0,0,0
367,58,62819.65018836756,9,600,10766.695232061658,0,1,1,0,0,0,1,0
368,65,20000.0,1,665,4114.359874706883,0,1,0,1,1,0,0,0
369,71,38538.70657154329,1,693,58092.05919925209,0,1,1,0,0,0,0,0
370,74,114755.09473305166,23,476,7170.4936249747125,0,1,1,0,0,0,1,0
371,28,85751.4925523615,16,649,2121.1922999337935,0,1,0,1,0,0,1,0
372,47,39167.159298354745,31,662,50421.15227228807,0,1,0,0,1,0,0,0
373,47,231365.11605880543,15,627,8068.331481503333,0,1,1,1,0,0,1,0
374,54,272237.2291430055,15,753,7274.832788554224,0,1,1,1,0,1,0,1
375,41,61138.5540430731,38,683,2286.1224611345156,0,1,0,1,0,0,0,0
376,50,20000.0,30,754,76186.64673322382,0,1,1,1,0,0,0,0
377,53,121681.05018565412,23,632,3679.4531250274345,0,1,0,0,0,0,0,0
378,48,20000.0,0,724,14163.86781471649,0,1,0,1,1,0,0,0
379,67,195031.6025114237,10,780,33276.95261023477,0,1,0,1,1,1,0,1
380,53,142467.32021900642,20,754,20367.93099752684,0,1,1,0,0,1,0,1
381,25,247550.53038160375,3,562,12586.067007047182,0,1,1,0,0,0,0,0
382,68,73733.49456854722,6,629,2436.5396651516758,0,1,1,1,0,0,1,0
383,39,44841.5922548981,25,622,5944.817818907546,0,1,0,0,0,0,0,0
384,24,41769.391647629345,11,689,16119.7472723294,0,1,1,1,1,0,0,0
385,55,38676.6703216815,30,704,6080.4010199454715,0,1,1,0,0,0,0,0
386,69,131249.44120246297,16,582,16372.517729897225,0,1,1,0,0,0,0,0
387,37,105854.11923731263,32,655,26416.481902376174,0,1,0,0,0,0,0,0
388,64,65918.90192459777,10,488,34978.99039478835,0,1,1,0,1,0,0,0
389,48,33599.11323066144,27,765,3919.896942213743,0,1,1,1,1,0,0,0
390,50,490592.98164125107,31,609,100000.0,0,1,1,1,0,0,0,0
391,49,124231.2082622062,0,654,28781.24804622559,0,1,1,1,0,0,0,0
392,66,20000.0,27,625,13336.845821283983,0,1,0,0,0,0,0,0
393,73,39616.27062598246,6,741,39717.07929391284,0,1,1,1,0,0,0,0
394,26,126174.46586683745,1,422,100000.0,0,1,0,0,0,0,0,0
395,55,31582.828911647557,23,648,3169.343979557557,0,1,1,1,0,0,0,0
396,61,79319.42766281281,3,641,10665.157060379563,0,1,1,1,1,0,1,0
397,57,128109.0380792275,18,613,1238.3911297332008,0,1,1,0,0,0,0,0
398,44,20000.0,25,788,16198.137292223408,0,1,1,1,0,0,0,0
399,49,54916.53906639985,10,579,19252.462274989164,0,1,1,0,1,0,1,0
400,69,56668.13409664228,39,711,12846.64394423494,0,1,1,1,0,0,0,0
401,66,43059.66691214879,10,678,6942.84164758659,0,1,1,1,0,0,0,0
402,73,76218.24189385568,2,750,1720.698313805271,0,1,0,1,1,0,0,0
403,51,101317.62730397408,11,596,19409.806041666594,0,1,1,0,0,0,0,0
404,55,67079.96911117928,2,591,57264.40376470614,0,1,0,0,0,0,0,0
405,53,44397.48420477986,26,737,7398.122599740955,0,1,0,1,0,0,0,0
406,72,99319.48355773445,1,684,20744.987475338155,0,1,1,1,1,0,0,0
407,41,62270.478207600805,15,526,2784.589338078737,0,1,1,0,0,0,1,0
408,52,49783.539161331064,1,606,21103.89846331652,0,1,1,0,1,0,0,0
409,43,20955.92060207342,29,680,9014.752691452873,0,1,0,0,0,0,0,0
410,53,20000.0,19,717,6232.80685845496,0,1,0,1,0,0,0,0
411,23,20640.618099509,37,595,6245.624132906298,0,1,1,0,1,0,0,0
412,38,74806.73866253922,27,416,9012.685987237785,0,1,1,0,0,0,0,0
413,45,56203.65120966329,24,691,19583.317125277244,0,1,0,1,0,0,0,0
414,62,20000.0,31,552,3596.932934951778,0,1,1,0,0,0,0,0
415,51,100381.60583447895,9,488,8981.163049390365,0,1,1,0,0,0,1,0
416,74,179772.530370949,39,423,12817.006770851562,0,1,0,0,0,0,1,0
417,23,37093.79955115717,32,715,4451.341433514037,0,1,1,0,0,0,0,0
418,60,20000.0,12,660,80552.56258354179,0,1,1,1,0,0,0,0
419,66,33951.85912206222,36,631,5690.221873461727,0,1,1,1,0,0,1,0
420,44,118606.72906744109,15,761,6840.137319507803,0,1,0,1,0,1,0,1
421,70,92857.73658866293,21,700,5022.544969096871,0,1,1,1,1,0,0,0
422,52,28625.518413012967,19,779,80698.88900106982,0,1,0,1,1,0,0,0
423,67,202184.86076965692,26,538,23223.15751579538,0,1,1,0,1,0,1,0
424,42,176067.73408534785,15,647,5236.496745742251,0,1,1,1,1,0,1,0
425,43,33309.40769320707,33,520,40385.72091840611,0,1,1,0,0,0,1,0
426,22,33036.490346990955,31,631,16329.012200814032,0,1,0,0,1,0,0,0
427,47,37262.3104129842,25,630,17279.108007882773,0,1,1,0,0,0,0,0
428,62,39900.086854861715,24,700,9466.578208334822,0,1,1,1,1,0,0,0
429,22,128082.56914049671,1,653,6314.374708661245,0,1,0,0,0,0,0,0
430,46,84142.17851686337,11,699,18727.833132088235,0,1,1,1,0,0,0,0
431,37,120772.39443524463,39,706,7745.852129726975,0,1,1,0,0,0,0,0
432,60,102626.56686938532,8,822,82187.26397599287,0,1,1,1,1,1,0,1
433,53,236008.15879017438,11,624,3754.4943502963174,0,1,1,1,0,0,0,0
434,29,25654.943599510225,25,574,62078.61054085566,0,1,1,0,0,0,1,0
435,63,81168.84938703399,8,669,11952.325622686973,0,1,1,1,0,0,0,0
436,74,20000.0,9,585,18017.264823116413,0,1,1,0,0,0,1,0
437,68,20877.67198318842,31,768,30735.012825359365,0,1,0,1,0,0,0,0
438,59,56393.95727613413,33,627,7113.507390249878,0,1,0,1,0,0,1,0
439,49,83664.10322267533,19,604,31705.593160586213,1,1,0,0,0,0,0,0
440,62,55190.57121629901,38,612,1000.0,0,1,1,1,0,0,0,0
441,46,38034.39135048442,1,707,6502.945237875212,0,1,1,1,0,0,0,0
442,55,43847.18054464601,0,637,5302.518591764654,0,1,1,1,0,0,0,0
443,70,179073.7088124161,35,598,3814.2296153099896,0,1,1,0,0,0,1,0
444,45,44036.506307066964,23,783,10775.659956086502,0,1,1,1,0,0,0,0
445,44,242654.35385983463,26,581,19648.376011987773,0,1,0,0,0,0,0,0
446,33,113007.9736899555,1,652,26974.84377131327,0,1,1,0,0,0,0,0
447,27,86338.41203284226,30,702,16998.43835248705,0,1,1,0,1,0,0,0
448,56,23043.118834818182,13,519,6865.791009616545,0,1,1,0,0,0,0,0
449,65,126524.40951393786,1,688,19322.324916609134,0,1,0,0,0,0,0,0
450,40,40335.350126668716,28,565,15127.744104670275,0,1,1,0,0,0,0,0
451,21,23027.58660044312,14,715,34066.03643413428,0,1,1,1,0,0,0,0
452,28,90244.22547246641,11,572,29054.73381157959,0,1,1,0,1,0,0,0
453,66,20000.0,36,705,13773.151242188815,0,1,1,1,1,0,0,0
454,36,32539.39637308715,27,738,5446.600839156896,0,1,0,1,1,0,0,0
455,34,59391.55186998574,19,718,6953.843756502463,0,1,1,1,0,0,0,0
456,32,353181.41919475707,38,670,7709.515625249269,0,1,1,1,1,0,0,0
457,71,34560.524363781435,23,631,9747.183652233627,0,1,1,0,0,0,0,0
458,43,41499.09026111264,20,603,17466.681442577377,0,1,1,1,0,0,1,0
459,35,107567.73740838448,9,767,27314.538634377855,0,1,1,1,1,0,0,0
460,48,22233.678087485994,13,594,12693.956676952452,0,1,1,0,0,0,1,0
461,54,85326.90541741854,36,567,13576.895787423637,0,1,0,0,0,0,0,0
462,22,157116.2798360244,17,703,15418.236945348586,0,1,0,1,1,0,0,0
463,52,46832.09756518157,23,586,7975.221382809247,0,1,1,0,0,0,0,0
464,43,136069.82133103453,13,573,5295.473840682877,0,1,1,0,0,0,0,0
465,42,75596.09735671275,33,534,2308.9822053786097,0,1,1,0,1,0,0,0
466,71,33371.39680438257,11,611,6666.502522388182,1,1,1,1,0,0,1,0
467,45,51111.063074546924,21,643,21442.826794836066,0,1,1,0,0,0,0,0
468,42,44187.363256552366,5,669,6614.956906136625,0,1,1,1,0,0,0,0
469,42,55820.10531326542,35,726,10532.20476469069,0,1,1,1,1,0,0,0
470,69,67654.84971663494,35,692,21299.33834100227,0,1,1,1,0,0,0,0
471,72,95851.93614198374,21,634,22486.92923320385,0,1,1,1,0,0,1,0
472,62,89943.28640873151,13,634,4539.023354928535,0,1,0,0,0,0,0,0
473,26,20000.0,15,690,36208.86858893441,0,1,1,1,0,0,0,0
474,35,55389.950035762646,35,751,41247.677591076346,0,1,1,1,0,0,0,0
475,74,20000.0,24,660,4316.284072945368,0,1,0,1,0,0,0,0
476,63,48022.176711940876,31,612,5861.513527460585,0,1,1,1,1,0,1,0
477,57,54228.849789351276,32,570,43962.42993983112,0,1,1,0,0,0,0,0
478,53,130733.82781891654,35,534,11535.061229521021,0,1,1,0,1,0,0,0
479,28,58448.86955401355,19,703,1451.3102564775913,0,1,1,0,0,0,0,0
480,73,73671.72942338312,17,696,3295.5175148860353,0,1,0,0,0,0,0,0
481,64,112921.15429203944,37,696,10411.126560557908,0,1,1,0,0,0,0,0
482,64,159883.6764876954,2,639,4175.366215457685,0,1,0,1,0,0,1,0
483,25,54262.51094510676,22,762,8835.882171166528,0,1,1,1,0,0,0,0
484,59,64559.564247326634,31,611,13799.618332306316,0,1,1,1,1,0,0,0
485,24,60356.18107794439,15,726,57656.28870913302,0,1,0,0,0,0,0,0
486,26,38790.11900872206,4,646,9992.060271594008,0,1,1,0,0,0,0,0
487,65,32360.953018416818,3,601,39047.79937211695,0,1,1,0,0,0,1,0
488,52,20000.0,20,697,55757.10705679637,0,1,1,1,1,0,0,0
489,72,25302.823072415584,39,682,56067.39169740977,0,1,1,1,1,0,0,0
490,50,20000.0,13,678,17760.898267383433,0,1,0,0,0,0,0,0
491,67,163433.0634383419,38,656,1875.6505761338449,0,1,0,1,1,0,0,0
492,55,69614.82361631897,30,646,21180.259377130733,0,1,1,1,0,0,0,0
493,60,54135.68296592116,13,841,38116.398975427765,0,1,0,1,0,0,0,0
494,72,33725.57906521706,5,744,12319.429073346713,0,1,1,1,0,0,0,0
495,36,61317.67464264334,11,707,76464.6537132052,0,1,0,1,1,0,0,0
496,33,30382.318742519034,15,658,31565.9270986785,0,1,1,1,0,0,0,0
497,70,68817.60276208867,16,730,23582.810975723485,0,1,1,1,0,0,0,0
498,62,72881.28666426601,22,691,39591.93485435197,0,1,1,1,0,0,0,0
499,50,30058.267836626244,13,652,18645.68164845115,0,1,0,1,1,0,0,0
500,39,29602.98347011196,6,625,1104.5458131188775,0,1,0,1,0,0,0,0
501,37,129283.05232664147,31,643,8110.064080770788,0,1,0,1,0,0,0,0
502,39,57394.975094441696,14,396,44230.41825790742,0,1,1,0,0,0,1,0
503,48,32054.205051201843,16,666,5957.514601426256,0,1,0,1,0,0,0,0
504,46,44515.59956057451,33,610,10684.26625429439,0,1,1,1,0,0,0,0
505,57,26676.137832114127,4,777,4699.27577827756,0,1,1,0,0,0,0,0
506,46,56741.04556371997,26,651,79532.62510996289,0,1,1,1,0,0,0,0
507,73,116459.941856249,22,554,71789.4248098753,0,1,1,0,1,0,1,0
508,43,58563.298033334395,39,646,5519.988770057899,0,1,1,1,0,0,0,0
509,29,396688.5547504166,13,566,15479.904848530694,0,1,1,0,1,0,1,0
510,32,83875.40093731601,14,687,6764.921605138379,0,1,0,0,0,0,0,0
511,73,71967.04308490979,32,673,24709.538916905844,0,1,1,0,0,0,0,0
512,21,28950.949929533464,30,726,22240.785728121864,0,1,1,1,1,0,0,0
513,21,49472.54966560663,34,586,30082.701111237995,0,1,0,0,0,0,1,0
514,67,32105.70199457255,16,652,18618.6388695986,0,1,1,1,0,0,0,0
515,54,20000.0,27,540,100000.0,0,1,0,0,0,0,1,0
516,52,130536.71115320697,18,706,4779.428391608118,0,1,1,1,0,1,0,1
517,74,39768.863284576066,22,691,2414.8601259873285,0,1,1,1,1,0,0,0
518,68,32587.365814453686,31,689,9017.386258669052,0,1,0,1,1,0,0,0
519,45,70859.62081124894,39,650,2785.0239011907597,0,1,1,0,1,0,0,0
520,60,90219.38928618068,12,683,3003.512541752523,0,1,1,0,0,0,0,0
521,65,46322.36337284042,19,778,4908.311864086611,0,1,1,1,0,0,0,0
522,73,59749.65321911824,34,627,5312.464307215815,0,1,1,1,0,0,0,0
523,21,108765.54984954749,4,661,5142.948839104911,0,1,1,0,0,0,0,0
524,36,44884.37978879745,8,563,22431.442809748256,0,1,1,0,0,0,0,0
525,59,76257.19063328119,28,580,8053.088318694559,0,1,0,0,1,0,0,0
526,25,20000.0,5,657,11164.400018548062,0,1,1,1,0,0,0,0
527,42,22179.96762506298,24,738,32670.662224534706,0,1,1,1,0,0,0,0
528,49,97190.84730288733,30,629,6208.517851708638,0,1,1,1,0,0,0,0
529,23,21272.130945374633,21,631,10254.317355460926,0,1,1,1,0,0,0,0
530,32,72208.2827399208,1,617,19259.505038627904,0,1,1,1,0,0,1,0
531,46,53231.25347881941,4,607,1916.8379366433462,0,1,1,1,0,0,0,0
532,36,44731.18507249947,26,673,1230.3998674835127,0,1,1,1,0,0,0,0
533,71,30860.421516800143,24,530,18884.888458931662,0,1,0,0,0,0,0,0
534,57,123929.9808435689,7,752,21851.269085797023,0,1,0,1,1,1,0,1
535,42,238926.89933741395,0,596,100000.0,0,1,1,0,1,0,0,0
536,49,76126.65383876309,19,707,15647.944975347675,0,1,1,1,0,0,0,0
537,34,77496.85024676097,22,548,30325.36340017261,0,1,1,0,0,0,1,0
538,48,34687.528638886426,31,703,10987.65178699469,0,1,1,1,0,0,0,0
539,25,22997.072737767274,10,703,17983.810609545006,0,1,1,0,0,0,0,0
540,67,58000.61402758746,38,680,70774.69791662636,0,1,1,0,0,0,0,0
541,69,27474.134616017036,23,570,1597.1996912377874,0,1,0,0,0,0,0,0
542,50,20000.0,10,669,20203.6034798585,1,1,0,1,0,0,0,0
543,66,113863.61481490868,28,555,100000.0,0,1,0,0,0,0,0,0
544,72,118389.27689926726,25,629,17712.647638029608,0,1,0,1,1,0,1,0
545,25,30119.527111389933,15,732,69603.69703514616,0,1,0,1,0,0,0,0
546,32,72778.17949345955,34,713,7120.888959469891,0,1,0,1,1,0,0,0
547,36,133460.63097045184,19,651,12938.368857706126,0,1,1,1,0,0,0,0
548,46,70546.07699067642,2,572,13815.19983584956,1,1,1,0,1,0,1,0
549,46,23051.27319490979,0,701,1454.487553469092,0,1,1,0,1,0,0,0
550,68,49696.27548864653,0,651,4153.979926731382,0,1,1,1,1,0,0,0
551,41,173069.32850952735,16,464,4460.985213985352,0,1,1,0,0,0,1,0
552,59,72956.69426720531,1,712,30395.993259470477,0,1,0,1,0,0,0,0
553,56,92162.23090878026,28,648,31957.210199259313,0,1,0,1,0,0,1,0
554,53,78692.51921933012,19,746,18472.46349918389,0,1,1,0,0,0,0,0
555,50,30199.81005028134,5,562,30457.967484398836,0,1,1,0,0,0,1,0
556,57,36436.409860273096,7,395,11337.267502625626,0,1,0,0,1,0,0,0
557,43,78518.70264446619,28,672,44441.61879141154,0,1,1,0,0,0,0,0
558,30,115093.18965464951,32,673,13477.655467986648,0,1,0,0,0,0,0,0
559,74,144339.57479058107,2,514,14155.57824187258,0,1,1,0,1,0,0,0
560,25,30137.199883108107,34,571,10243.589422747906,0,1,1,0,0,0,1,0
561,56,84668.28977686931,4,850,26488.090017219714,0,1,1,0,0,0,0,0
562,54,154760.6934131322,26,625,8767.44916068302,0,1,1,0,1,0,1,0
563,72,27182.660945277577,11,708,35469.603782109305,0,1,1,0,0,0,0,0
564,51,196692.6640652672,19,597,4306.371112926085,0,1,1,0,1,0,0,0
565,30,222159.8977830237,19,482,4451.888847753187,0,1,0,0,0,0,0,0
566,39,488976.18786430784,8,636,26567.043358537114,0,1,1,1,0,0,0,0
567,52,72023.42934715486,38,628,12227.6588729821,0,1,1,0,1,0,1,0
568,21,72340.5234182435,3,618,8485.453163525712,0,1,1,0,0,0,0,0
569,25,116029.00840631813,18,640,32534.545181655405,0,1,1,0,1,0,1,0
570,65,113350.73479419401,37,671,7278.925876833002,0,1,1,1,1,0,0,0
571,24,147427.74772210862,26,637,10935.818106260063,0,1,1,1,0,0,0,0
572,36,112108.96110660606,12,548,54134.55308094152,0,1,0,0,1,0,1,0
573,44,55003.410576264265,12,688,62264.22771053802,0,1,1,0,0,0,0,0
574,36,159149.2462782965,21,494,64369.69393577499,0,1,0,0,0,0,0,0
575,22,25412.505649433602,27,485,10075.623019493283,0,1,0,0,1,0,0,0
576,69,60155.12186890047,21,709,45738.830781972305,0,1,1,0,0,0,0,0
577,48,209187.96751077042,18,690,5172.167742780403,0,1,1,0,0,0,0,0
578,52,22022.122637120305,7,645,5394.294636839848,0,1,1,1,0,0,0,0
579,47,34822.51622172004,7,538,1273.5252829905987,0,1,1,0,0,0,1,0
580,40,102477.42740421493,25,593,71172.95657745303,0,1,1,0,1,0,0,0
581,44,82053.73188876604,25,628,5630.875137728224,0,1,0,0,1,0,1,0
582,32,29732.014510106153,22,522,11771.862396714045,0,1,1,0,1,0,1,0
583,70,42917.92276824644,12,590,5375.869772647624,0,1,1,0,1,0,1,0
584,55,23280.569157197147,27,702,26773.429772999934,0,1,1,1,1,0,0,0
585,53,131188.17208229852,8,764,9176.18058980144,0,1,0,1,0,1,0,1
586,53,48790.69580177107,19,616,3623.454420344362,0,1,1,0,1,0,0,0
587,71,251129.67762118415,18,710,20778.26077708036,0,1,1,1,1,0,0,0
588,63,63887.5761638788,38,496,3185.1987730818396,0,1,0,0,0,0,0,0
589,57,50221.96487414781,11,702,5782.516656971562,0,1,0,1,1,0,0,0
590,32,46469.08775115818,14,585,1624.752678564182,0,1,1,0,0,0,0,0
591,23,49248.79266315557,30,674,3216.476831477422,0,1,1,0,0,0,0,0
592,21,65424.81345453242,13,630,15970.989028951617,0,1,1,1,0,0,1,0
593,53,446826.68149682524,10,755,1873.313303156172,0,1,1,1,1,0,0,0
594,60,45657.00223799679,25,580,3037.69497648578,0,1,1,0,0,0,1,0
595,30,46859.88375553402,26,700,13328.116213477117,0,1,1,1,1,0,0,0
596,63,63099.93866791754,10,627,7757.327068513614,0,1,0,0,1,0,0,0
597,64,143231.8041796264,37,637,97932.78313615794,0,1,0,1,1,0,0,0
598,49,20000.0,33,635,83608.17204454199,0,1,0,1,0,0,1,0
599,33,86169.72609133106,18,582,5608.718478681675,0,1,1,0,1,0,1,0
600,32,31134.127979287263,5,648,23321.655264281657,0,1,1,0,0,0,0,0
601,51,93210.7326433183,37,644,28262.25808232269,0,1,1,1,0,0,1,0
602,66,40335.69331380907,27,669,7350.481806591027,0,1,0,1,1,0,0,0
603,22,20000.0,0,656,2994.278151095248,0,1,1,1,0,0,0,0
604,71,80471.79924963403,34,713,13196.429119037526,0,1,1,1,1,1,0,1
605,70,79930.7422060443,39,723,11239.103103323321,0,1,0,1,0,0,0,0
606,55,37674.38702225399,7,565,8640.670846280576,0,1,0,0,0,0,0,0
607,43,35929.89335194303,6,719,20791.86052447079,0,1,0,1,1,0,0,0
608,37,20971.12603606272,10,555,6306.08546509967,0,1,0,0,0,0,1,0
609,46,111132.66571299374,38,697,4221.739189837147,0,1,1,1,1,0,0,0
610,28,121269.74318953477,3,699,14899.500536774032,0,1,1,1,1,0,0,0
611,49,29636.42007320587,24,497,19652.70157477996,0,1,1,0,0,0,1,0
612,46,38872.89236688246,11,657,4118.956180926547,0,1,1,1,0,0,0,0
613,30,56918.10180002835,25,612,33795.7593638179,0,1,0,0,1,0,1,0
614,46,368314.4090600382,37,589,2274.5075859565827,0,1,1,0,0,0,0,0
615,54,92604.90584060294,11,758,7494.214046165617,0,1,1,1,0,1,0,1
616,71,28149.013484363313,36,597,10321.573143483727,0,1,1,0,1,0,0,0
617,61,76345.49066896722,23,585,7071.135027293838,0,1,1,0,1,0,0,0
618,27,20000.0,15,656,7592.677131514395,0,1,1,1,1,0,0,0
619,24,106339.51731050115,12,704,86775.05567295979,0,1,1,0,0,1,0,1
620,73,228762.10844633394,24,638,5705.100686521882,0,1,1,0,1,0,1,0
621,70,229540.17510064042,3,743,100000.0,0,1,1,1,0,1,0,1
622,65,107787.26583394683,10,692,20684.228481171747,0,1,1,1,0,0,0,0
623,31,37544.04722404589,31,475,14647.942154541797,0,1,1,0,0,0,0,0
624,49,21147.53427188895,6,607,21509.293002137085,0,1,1,0,0,0,0,0
625,56,20000.0,10,605,100000.0,1,1,0,1,0,0,0,0
626,45,20000.0,27,688,4946.358835360879,0,1,0,0,0,0,0,0
627,41,104306.04638549357,22,440,4357.187594438859,0,1,1,0,1,0,0,0
628,56,55145.5638649322,22,850,6280.053656334659,0,1,1,1,1,0,0,0
629,30,123917.70230555348,27,692,13796.12655001683,0,1,1,1,1,0,0,0
630,57,187667.14892072152,25,661,2378.5084658460087,0,1,1,1,0,0,0,0
631,29,64855.982388639975,24,744,13661.53145644895,0,1,1,1,0,0,0,0
632,44,67290.15958435627,28,837,72660.06013623676,0,1,1,0,0,0,0,0
633,55,41296.941660448254,18,719,15543.648702846995,0,1,0,1,0,0,0,0
634,69,45393.87514654668,32,725,9969.787422612622,0,1,1,1,1,0,0,0
635,55,107234.7815742466,35,660,7200.02337348597,0,1,1,1,0,0,0,0
636,68,52078.10946913613,13,638,32810.75721748618,0,1,0,1,0,0,0,0
637,56,46387.89713570501,13,611,5849.826178818319,0,1,1,1,1,0,1,0
638,38,59003.17366926828,34,583,84659.78043663476,1,1,1,0,1,0,0,0
639,69,121669.56394374774,29,595,92351.73269498625,0,1,1,0,0,0,0,0
640,59,34402.02657657292,27,541,17270.42532252606,0,1,0,0,0,0,1,0
641,52,56770.788529058984,16,643,13206.770740086096,0,1,1,0,1,0,1,0
642,44,72854.6959603117,2,515,37446.17352814157,0,1,1,0,0,0,0,0
643,43,151475.2497908123,15,665,39926.61815886976,0,1,1,0,0,0,0,0
644,52,49442.34778478799,29,647,5967.051921590096,0,1,1,1,0,0,0,0
645,57,33716.45550762775,28,661,7890.737378809058,0,1,0,1,0,0,0,0
646,32,40640.12851728434,14,608,3560.4868329198007,0,1,1,0,0,0,0,0
647,69,139030.12933253884,24,850,20111.859367412697,0,1,1,1,1,1,0,1
648,33,304566.34948019247,37,758,26020.18555943969,0,1,1,0,0,1,0,1
649,43,20931.149792061722,37,550,3463.6366193299973,0,1,1,0,1,0,1,0
650,45,24928.293136896824,22,668,8474.365779607626,0,1,0,1,0,0,0,0
651,55,52311.03231003933,24,601,3472.9028604183222,0,1,1,0,0,0,1,0
652,61,65431.879764860045,6,568,5438.182527160862,1,1,1,0,0,0,0,0
653,50,112372.62674036062,21,542,23179.349655571976,0,1,1,0,1,0,0,0
654,37,29351.343317506547,16,684,6415.793304032275,0,1,1,0,0,0,0,0
655,69,25578.636508447904,17,595,9888.957840293533,1,1,1,0,0,0,0,0
656,40,66867.59322208859,9,727,2624.611783405673,0,1,1,1,1,0,0,0
657,68,48692.45767309918,9,729,16106.693496917884,0,1,1,1,0,0,0,0
658,45,125665.2366453376,6,759,12781.1496411261,0,1,1,1,0,1,0,0
659,42,88423.03950495612,37,581,6444.87648013909,0,1,1,0,0,0,0,0
660,33,93367.95565155361,26,688,11058.843485758665,0,1,1,1,1,0,0,0
661,39,55073.0036350632,32,700,15999.21408780686,0,1,1,0,0,0,0,0
662,69,394141.0845722924,0,612,5914.320255782028,0,1,1,0,0,0,1,0
663,56,30632.034355886015,33,588,3052.5648663549887,0,1,0,0,1,0,1,0
664,32,97601.47324433629,3,778,81273.43039291447,0,1,1,1,1,0,0,0
665,61,21682.223501815773,16,668,7092.0328225301555,0,1,1,0,0,0,0,0
666,39,25367.544435152206,3,700,12127.609350446302,0,1,1,0,0,0,0,0
667,32,36832.04454707966,25,584,36711.294363434055,0,1,1,0,1,0,0,0
668,29,220457.1600034356,3,552,100000.0,0,1,1,0,0,0,0,0
669,27,73947.86111771716,0,604,3848.787913731983,0,1,1,1,0,0,0,0
670,48,37332.42553043808,6,640,20948.602438099257,0,1,1,0,0,0,1,0
671,34,80785.2001089524,29,564,6584.3290261667735,0,1,1,0,0,0,1,0
672,51,61581.59393647987,8,649,7794.781072169782,0,1,0,1,0,0,0,0
673,72,40393.38466755003,34,514,6501.498572932845,0,1,1,0,0,0,1,0
674,39,20000.0,7,560,4334.428437522078,0,1,1,0,0,0,1,0
675,67,189251.85774581158,23,703,12819.31937530359,0,1,1,1,0,1,0,1
676,36,70817.00985166398,18,698,3057.9416736793546,0,1,0,0,1,0,0,0
677,73,340779.4247656725,35,618,34434.269935225566,0,1,0,1,0,0,0,0
678,25,127040.00253466929,26,568,14115.135438955554,0,1,1,0,0,0,1,0
679,55,93065.21656961727,31,567,20382.56123654885,0,1,1,0,0,0,1,0
680,32,42270.1540129527,13,620,8381.744852188776,0,1,1,1,1,0,0,0
681,45,24927.4166977068,17,701,9253.860231612887,0,1,1,0,0,0,0,0
682,72,50302.759348650194,27,724,17810.86432038937,0,1,0,1,1,0,0,0
683,41,24356.78963205156,28,610,4171.159641394835,0,1,0,1,0,0,1,0
684,56,100725.30162398789,15,557,9339.514653568438,0,1,1,0,0,0,1,0
685,73,221045.09250205406,34,671,5655.515180231321,0,1,0,1,0,0,0,0
686,43,48594.721219483836,30,584,5483.128928804878,0,1,0,0,0,0,0,0
687,36,127464.44958449883,3,608,1619.9681367730013,0,1,1,1,1,0,0,0
688,59,34496.624023031574,36,756,50987.03121564529,0,1,1,1,0,0,0,0
689,65,47005.81185017697,16,716,6724.152988324793,0,1,1,1,0,0,0,0
690,73,31195.490008755554,38,662,42760.75643214117,0,1,1,1,0,0,0,0
691,62,20000.0,25,548,38901.664636159796,0,1,0,0,0,0,0,0
692,59,58149.54422896535,38,666,3692.283179361426,0,1,0,1,1,0,0,0
693,34,66354.13707256179,3,735,4498.902532407232,0,1,1,0,1,0,0,0
694,51,140461.51266350335,29,619,100000.0,0,1,1,1,1,0,1,0
695,25,113136.53041578007,29,758,76951.13907312669,0,1,1,0,0,0,0,0
696,55,114366.36691806065,21,753,12945.214817407,0,1,0,1,1,0,0,0
697,43,27467.83661437054,10,783,17281.17618697232,0,1,1,1,0,0,0,0
698,49,86473.894082723,1,674,7109.261126351445,0,1,1,1,0,0,0,0
699,63,212367.84593116873,11,696,20585.715958674995,0,1,1,1,1,0,0,0
